budget,id,original_title,popularity,release_date,revenue,title,vote_average,vote_count,Collection,genres,ProdCompany_1,ProdCompany_2,ProdCompany_3,Character Name,Lead actor,Director,release_year,return
10000000.0,13067,In the Land of Women,9.351276,2007-04-16,17500000.0,In the Land of Women,5.8,163.0,,"['Romance', 'Comedy', 'Drama']",Castle Rock Entertainment,Land Films Inc.,Anonymous Content,Sarah Hardwicke,Meg Ryan,Jon Kasdan,2007,1.75
25000000.0,1268,Mr. Bean's Holiday,10.19853,2007-03-22,229736344.0,Mr. Bean's Holiday,6.1,682.0,Mr. Bean Collection,"['Family', 'Comedy']",Tiger Aspect Productions,Working Title Films,,Mr. Bean,Rowan Atkinson,Steve Bendelack,2007,9.18945376
30000000.0,9785,The Invisible,6.097503,2007-04-27,26810113.0,The Invisible,6.0,148.0,,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller']",Spyglass Entertainment,Hollywood Pictures,Sonet Film AB,Nick Powell,Justin Chatwin,David S. Goyer,2007,0.8936704333333333
258000000.0,559,Spider-Man 3,27.614265,2007-05-01,890871626.0,Spider-Man 3,5.9,3687.0,Spider-Man Collection,"['Fantasy', 'Action', 'Adventure']",Columbia Pictures,Laura Ziskin Productions,Marvel Enterprises,Peter Parker / Spider-Man,Tobey Maguire,Sam Raimi,2007,3.4529907984496124
22000000.0,37933,ゲド戦記,9.409701,2006-07-29,68000000.0,Tales from Earthsea,6.5,278.0,,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction']",Walt Disney Pictures,Studio Ghibli,Hakuhodo DY Media Partners,Arren,Junichi Okada,Goro Miyazaki,2006,3.090909090909091
8000000.0,49081,Maurice Richard,0.860734,2005-10-25,2019009.0,The Rocket: The Legend of Rocket Richard,6.1,17.0,,['Drama'],,,,Maurice Richard,Roy Dupuis,Charles Binamé,2005,0.252376125
4200000.0,2269,Дневной дозор,7.42908,2006-01-01,38862717.0,Day Watch,6.2,170.0,World of Watches Collection,"['Fantasy', 'Horror']",Bazelevs Production,Channel One Russia,TABBAK,Anton Gorodetsky,Konstantin Khabenskiy,Timur Bekmambetov,2006,9.253027857142856
2380000.0,11798,This Is England,2.514638,2006-09-12,8176544.0,This Is England,7.4,370.0,This is England Collection,"['Drama', 'Crime']",EM Media,UK Film Council,Screen Yorkshire,Shaun,Thomas Turgoose,Shane Meadows,2006,3.43552268907563
30000000.0,4964,Knocked Up,9.058516,2007-06-01,219076518.0,Knocked Up,6.2,1255.0,,"['Comedy', 'Romance', 'Drama']",Universal Pictures,Apatow Productions,,Ben Stone,Seth Rogen,Judd Apatow,2007,7.3025506
50000000.0,2976,Hairspray,7.768045,2007-07-13,90450008.0,Hairspray,6.5,738.0,,"['Family', 'Comedy', 'Music', 'Romance']",New Line Cinema,Ingenious Film Partners,Offspring Entertainment,Edna Turnblad,John Travolta,Adam Shankman,2007,1.80900016
15000000.0,1562,28 Weeks Later,12.884191,2007-04-26,64238440.0,28 Weeks Later,6.5,1225.0,28 Days/Weeks Later Collection,"['Horror', 'Thriller', 'Science Fiction']",DNA Films,Figment Films,Sociedad General de Cine S.A.,Tammy Harris,Imogen Poots,Juan Carlos Fresnadillo,2007,4.282562666666666
160000000.0,810,Shrek the Third,14.072479,2007-05-17,798958165.0,Shrek the Third,6.0,2355.0,Shrek Collection,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",DreamWorks SKG,DreamWorks Animation,,Shrek (voice),Mike Myers,Chris Miller,2007,4.99348853125
160000.0,5723,Once,10.357064,2007-03-23,20710513.0,Once,7.4,457.0,,"['Drama', 'Music', 'Romance']",Summit Entertainment,Samson Films,RTE,Guy,Glen Hansard,John Carney,2007,129.44070625
300000000.0,285,Pirates of the Caribbean: At World's End,31.363664,2007-05-19,961000000.0,Pirates of the Caribbean: At World's End,6.9,4627.0,Pirates of the Caribbean Collection,"['Adventure', 'Fantasy', 'Action']",Walt Disney Pictures,Jerry Bruckheimer Films,Second Mate Productions,Captain Jack Sparrow,Johnny Depp,Gore Verbinski,2007,3.203333333333333
4000000.0,12526,Bug,5.911303,2006-05-19,8059140.0,Bug,6.0,167.0,,"['Horror', 'Thriller']",Lions Gate Films,L.I.F.T. Production,DMK Mediafonds International,Agnes White,Ashley Judd,William Friedkin,2006,2.014785
20000000.0,3432,Mr. Brooks,7.423812,2007-06-01,41637263.0,Mr. Brooks,6.8,543.0,,"['Drama', 'Crime', 'Mystery', 'Thriller']",Tig Productions,Eden Rock Media,Element Films,Earl Brooks,Kevin Costner,Bruce A. Evans,2007,2.08186315
9000000.0,15568,Gracie,2.961621,2007-06-01,2955039.0,Gracie,6.0,17.0,,['Drama'],Elevation Filmworks,Ursa Major Films LLC,,Johnny Bowen,Jesse Lee Soffer,Davis Guggenheim,2007,0.3283376666666667
30000000.0,3489,88 Minutes,8.552967,2007-02-14,16930884.0,88 Minutes,5.7,323.0,,"['Crime', 'Mystery', 'Thriller']",TriStar Pictures,Nu Image Entertainment,Brightlight Pictures,Jack Gramm,Al Pacino,Jon Avnet,2007,0.5643628
85000000.0,298,Ocean's Thirteen,12.16276,2007-06-07,311312624.0,Ocean's Thirteen,6.5,2040.0,Ocean's Collection,"['Crime', 'Thriller']",Village Roadshow Pictures,Section Eight,Jerry Weintraub Productions,Daniel Ocean,George Clooney,Steven Soderbergh,2007,3.6625014588235296
2000000.0,14064,Ten Canoes,1.372493,2006-06-29,300000.0,Ten Canoes,6.7,21.0,,"['Adventure', 'Comedy', 'Drama']",Fandango,Vertigo Productions,SBS Independent,Ridjimiraril,Crusoe Kurddal,Rolf de Heer,2006,0.15
1000000.0,18206,Alone With Her,2.392367,2006-04-28,10018.0,Alone With Her,6.2,20.0,,"['Crime', 'Drama', 'Romance', 'Thriller']",The Weinstein Company,Pin Hole Productions LLC,,Doug,Colin Hanks,Eric Nicholas,2006,0.010018
10200000.0,1691,Hostel: Part II,8.916747,2007-06-08,35619521.0,Hostel: Part II,5.6,464.0,Hostel Collection,['Horror'],Lions Gate Films,Next Entertainment,Screen Gems,Beth,Lauren German,Eli Roth,2007,3.4921099019607844
85000000.0,9408,Surf's Up,11.526339,2007-06-08,149044513.0,Surf's Up,5.9,616.0,Surf's Up Collection,"['Animation', 'Comedy', 'Family']",Columbia Pictures,Sony Pictures Animation,,Cody Maverick,Shia LaBeouf,Ash Brannon,2007,1.753464858823529
130000000.0,1979,4: Rise of the Silver Surfer,12.924254,2007-06-13,289047763.0,Fantastic 4: Rise of the Silver Surfer,5.4,2648.0,Fantastic Four Collection,"['Adventure', 'Fantasy', 'Action', 'Thriller']",Ingenious Film Partners,Twentieth Century Fox Film Corporation,1492 Pictures,Reed Richards / Mr. Fantastic,Ioan Gruffudd,Tim Story,2007,2.223444330769231
8000000.0,10288,Fido,5.284805,2006-09-07,426224.0,Fido,6.6,137.0,,"['Romance', 'Comedy', 'Drama', 'Horror']",Lions Gate Films,Astral Media,Anagram Pictures Inc.,Fido,Billy Connolly,Andrew Currie,2006,0.053278
25000000.0,1991,Death Proof,13.412137,2007-05-21,25037897.0,Death Proof,6.7,1359.0,Grindhouse Collection,"['Action', 'Thriller']",The Weinstein Company,Dimension Films,Troublemaker Studios,Stuntman Mike,Kurt Russell,Quentin Tarantino,2007,1.00151588
10000000.0,9952,Rescue Dawn,9.604564,2006-09-09,7177143.0,Rescue Dawn,6.9,339.0,,"['Adventure', 'Drama', 'War']",Metro-Goldwyn-Mayer (MGM),,,Dieter Dengler,Christian Bale,Werner Herzog,2006,0.7177143
2000000.0,17320,The TV Set,4.681832,2006-04-28,265198.0,The TV Set,6.0,19.0,,['Comedy'],,,,Mike Klein,David Duchovny,Jake Kasdan,2006,0.132599
250000.0,54934,Swoon,0.003013,1992-09-11,340147.0,Swoon,5.9,8.0,,['Drama'],,,,Richard Loeb,Daniel Schlachet,Tom Kalin,1992,1.360588
9000000.0,2359,Sicko,6.766086,2007-05-18,24538513.0,Sicko,7.3,241.0,,['Documentary'],The Weinstein Company,,,himself,Michael Moore,Michael Moore,2007,2.7265014444444446
2224000.0,442,Populärmusik från Vittula,0.988777,2004-09-24,28000000.0,Popular Music,6.0,17.0,,"['Comedy', 'Drama']",Happy End Filmproductions AB,Filmpool Nord,Solar Films inc.,Matti (age 7),Niklas Ulfvarson,Reza Bagher,2004,12.589928057553957
16000000.0,1988,A Mighty Heart,16.770196,2007-01-01,18928871.0,A Mighty Heart,6.7,97.0,,"['Drama', 'Thriller']",Plan B Entertainment,Revolution Films,Paramount Vantage,Mariane Pearl,Angelina Jolie,Michael Winterbottom,2007,1.1830544375
25000000.0,3021,1408,9.196884,2007-07-12,94679598.0,1408,6.5,1372.0,,"['Horror', 'Thriller']",The Weinstein Company,Di Bonaventura Pictures,Dimension Films,Mike Enslin,John Cusack,Mikael Håfström,2007,3.78718392
9000000.0,2196,Death at a Funeral,8.832907,2007-02-09,46.0,Death at a Funeral,6.9,508.0,,"['Comedy', 'Drama']",Sidney Kimmel Entertainment,Parabolic Pictures,Stable Way Entertainment,Daniel,Matthew Macfadyen,Frank Oz,2007,5.111111111111112e-06
110000000.0,1571,Live Free or Die Hard,14.886039,2007-06-20,383531464.0,Live Free or Die Hard,6.4,2122.0,Die Hard Collection,"['Action', 'Thriller']",Ingenious Film Partners,Twentieth Century Fox Film Corporation,Dune Entertainment,John McClane,Bruce Willis,Len Wiseman,2007,3.486649672727273
35000000.0,2959,License to Wed,7.102076,2007-07-04,69307224.0,License to Wed,5.3,258.0,,['Comedy'],Village Roadshow Pictures,Robert Simonds Productions,Warner Bros.,Reverend Frank,Robin Williams,Ken Kwapis,2007,1.9802064
175000000.0,2698,Evan Almighty,9.156877,2007-06-09,173000000.0,Evan Almighty,5.3,1194.0,Almighty Collection,"['Fantasy', 'Comedy', 'Family']",Columbia Pictures,Universal Pictures,Spyglass Entertainment,Evan Baxter,Steve Carell,Tom Shadyac,2007,0.9885714285714284
150000000.0,1858,Transformers,5.587707,2007-06-27,709709780.0,Transformers,6.6,4113.0,Transformers Collection,"['Adventure', 'Science Fiction', 'Action']",Paramount Pictures,DreamWorks SKG,Amblin Entertainment,Sam Witwicky,Shia LaBeouf,Michael Bay,2007,4.7313985333333335
17000000.0,14125,Captivity,8.687797,2007-03-09,2626800.0,Captivity,4.4,134.0,,"['Crime', 'Horror', 'Thriller']",Foresight Unlimited,RAMCO,Captivity Productions,Jennifer Tree,Elisha Cuthbert,Roland Joffé,2007,0.1545176470588235
150000000.0,675,Harry Potter and the Order of the Phoenix,21.3643,2007-06-28,938212738.0,Harry Potter and the Order of the Phoenix,7.4,5633.0,Harry Potter Collection,"['Adventure', 'Fantasy', 'Family', 'Mystery']",Warner Bros.,Heyday Films,,Harry Potter,Daniel Radcliffe,David Yates,2007,6.254751586666667
85000000.0,3563,I Now Pronounce You Chuck & Larry,6.645799,2007-07-12,186072214.0,I Now Pronounce You Chuck & Larry,5.8,640.0,,"['Comedy', 'Romance']",Universal Pictures,Happy Madison Productions,,"Charles ""Chuck"" Levine",Adam Sandler,Dennis Dugan,2007,2.189084870588235
70000000.0,2270,Stardust,14.784525,2007-08-09,135560026.0,Stardust,7.2,1215.0,,"['Adventure', 'Fantasy', 'Romance', 'Family']",Paramount Pictures,Ingenious Film Partners,Di Bonaventura Pictures,Yvaine,Claire Danes,Matthew Vaughn,2007,1.9365718
75000000.0,35,The Simpsons Movie,14.302911,2007-07-25,527068851.0,The Simpsons Movie,6.9,2335.0,,"['Animation', 'Comedy', 'Family']",Gracie Films,Twentieth Century Fox Film Corporation,,Homer / Itchy / Barney / Grampa / Stage Manager / Krusty the Clown / Mayor Quimby / Mayor's Aide / Multi-Eyed Squirrel / Panicky Man / Sideshow Mel / Mr. Teeny / EPA Official / Kissing Cop / Bear / Boy on Phone / NSA Worker / Officer / Santa's Little Helper / Squeaky-Voiced Teen (voice),Dan Castellaneta,David Silverman,2007,7.02758468
12000000.0,5857,I Know Who Killed Me,4.961439,2007-07-27,9620399.0,I Know Who Killed Me,4.0,81.0,,"['Crime', 'Horror', 'Mystery', 'Thriller']",TriStar Pictures,360 Pictures,,Aubrey Fleming/ Dakota Moss,Lindsay Lohan,Chris Sivertson,2007,0.8016999166666666
28000000.0,3638,No Reservations,9.672317,2007-07-25,92601050.0,No Reservations,6.1,336.0,,['Comedy'],Village Roadshow Pictures,Castle Rock Entertainment,Warner Bros.,Kate,Catherine Zeta-Jones,Scott Hicks,2007,3.3071803571428573
70000000.0,2503,The Bourne Ultimatum,18.173269,2007-08-03,442824138.0,The Bourne Ultimatum,7.3,2938.0,The Bourne Collection,"['Action', 'Drama', 'Mystery', 'Thriller']",Universal Pictures,The Kennedy/Marshall Company,Ludlum Entertainment,Jason Bourne,Matt Damon,Paul Greengrass,2007,6.326059114285714
4000000.0,8141,You Kill Me,4.725299,2007-02-09,2426851.0,You Kill Me,6.2,82.0,,"['Comedy', 'Crime', 'Thriller', 'Romance']",Echo Lake Productions,Bi-polar Pictures,Code Entertainment,Frank Falenczyk,Ben Kingsley,John Dahl,2007,0.60671275
20000000.0,8363,Superbad,16.205105,2007-08-17,121463226.0,Superbad,7.0,2152.0,,['Comedy'],Columbia Pictures,Apatow Productions,,Seth,Jonah Hill,Greg Mottola,2007,6.0731613
140000000.0,5174,Rush Hour 3,9.718111,2007-08-08,258022233.0,Rush Hour 3,6.1,801.0,Rush Hour Collection,"['Action', 'Comedy', 'Crime', 'Thriller']",New Line Cinema,,,Det. James Carter,Chris Tucker,Brett Ratner,2007,1.84301595
67000000.0,9703,The Last Legion,8.920545,2007-04-19,25303038.0,The Last Legion,5.0,210.0,,"['Action', 'Adventure', 'Fantasy', 'War']",Ingenious Film Partners,Quinta Communications,Dino De Laurentiis Company,Aurelius,Colin Firth,Doug Lefler,2007,0.3776572835820895
16500000.0,10760,Sydney White,6.463883,2007-09-21,13620075.0,Sydney White,6.0,242.0,,['Comedy'],Morgan Creek Productions,Clifford Werber Productions,SW7D Productions,Sydney White,Amanda Bynes,Joe Nussbaum,2007,0.8254590909090909
70000000.0,4349,The Kingdom,13.842333,2007-08-22,86658558.0,The Kingdom,6.5,517.0,,"['Thriller', 'Action', 'Drama']",Universal Pictures,Forward Pass,Relativity Media,Ronald Fleury,Jamie Foxx,Peter Berg,2007,1.2379794
6000000.0,14144,Daddy Day Camp,5.414213,2007-08-08,18197398.0,Daddy Day Camp,4.4,94.0,Daddy Day Camp Collection,"['Comedy', 'Family']",Revolution Studios,TriStar Pictures,,Charlie Hinton,Cuba Gooding Jr.,Fred Savage,2007,3.0328996666666668
80000000.0,4858,The Invasion,5.228837,2007-08-17,15071514.0,The Invasion,5.7,366.0,,"['Science Fiction', 'Thriller']",Village Roadshow Pictures,Vertigo Entertainment,Silver Pictures,Carol,Nicole Kidman,Oliver Hirschbiegel,2007,0.188393925
25000000.0,10431,War,12.077833,2007-08-24,40452643.0,War,6.0,422.0,,"['Action', 'Thriller', 'Crime']",Mosaic Media Group,Current Entertainment,Lionsgate,Rogue,Jet Li,Philip G. Atwell,2007,1.61810572
20000000.0,12435,The Nanny Diaries,6.764056,2007-08-24,47738099.0,The Nanny Diaries,6.1,335.0,,"['Comedy', 'Drama', 'Romance']",The Weinstein Company,FilmColony,,Annie Braddock,Scarlett Johansson,Shari Springer Berman,2007,2.38690495
15000000.0,2082,Halloween,11.607678,2007-08-31,80253908.0,Halloween,5.9,510.0,Halloween (Rob Zombie Series) Collection,['Horror'],Dimension Films,Spectacle Entertainment Group,Nightfall Productions,Dr. Loomis,Malcolm McDowell,Rob Zombie,2007,5.3502605333333335
20000000.0,11835,Death Sentence,6.612175,2007-08-31,16974459.0,Death Sentence,6.4,303.0,,"['Action', 'Crime', 'Drama', 'Thriller']",Twentieth Century Fox Film Corporation,Dune Entertainment,Baldwin Entertainment Group,Nick Hume,Kevin Bacon,James Wan,2007,0.84872295
15000000.0,13501,The Good Night,8.031164,2007-01-25,20380.0,The Good Night,5.7,41.0,,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Music']",Destination Films,Tempesta Films,Good Night Productions,Anna/Melodia,Penélope Cruz,Jake Paltrow,2007,0.0013586666666666
55000000.0,5176,3:10 to Yuma,18.079094,2007-09-06,70016220.0,3:10 to Yuma,6.9,1210.0,,['Western'],Tree Line Films,Lionsgate,Relativity Media,Ben Wade,Russell Crowe,James Mangold,2007,1.2730221818181815
39000000.0,4141,Shoot 'Em Up,7.259086,2007-07-26,26820641.0,Shoot 'Em Up,6.3,589.0,,"['Action', 'Thriller', 'Comedy', 'Crime']",New Line Cinema,Angry Films,,Smith,Clive Owen,Michael Davis,2007,0.6877087435897435
30000000.0,4347,Atonement,8.913338,2007-08-29,129266061.0,Atonement,7.4,1075.0,,"['Drama', 'Romance']",Universal Pictures,Studio Canal,Relativity Media,Cecilia Tallis,Keira Knightley,Joe Wright,2007,4.3088687
852510.0,2009,"4 luni, 3 săptămîni și 2 zile",9.990406,2007-08-24,1185783.0,"4 Months, 3 Weeks and 2 Days",7.4,158.0,,['Drama'],Saga Film,Mobra Films,Mindshare Media,Otilia,Anamaria Marinca,Cristian Mungiu,2007,1.3909314846746663
2000000.0,12901,No End in Sight,1.987795,2007-07-27,1431623.0,No End in Sight,7.3,23.0,,['Documentary'],,,,Narrator (voice),Campbell Scott,Charles Ferguson,2007,0.7158115
70000000.0,4413,The Brave One,11.8027,2007-09-14,69766619.0,The Brave One,6.4,258.0,,"['Crime', 'Drama', 'Thriller']",Village Roadshow Pictures,Silver Pictures,Warner Bros.,Erica Bain,Jodie Foster,Neil Jordan,2007,0.9966659857142856
23000000.0,6973,In the Valley of Elah,9.604552,2007-08-31,29541790.0,In the Valley of Elah,6.6,265.0,,"['History', 'Drama', 'Thriller', 'Crime', 'Mystery']",Summit Entertainment,Blackfriars Bridge Films,NALA Films,Hank Deerfield,Tommy Lee Jones,Paul Haggis,2007,1.284425652173913
2200000.0,7913,Rang De Basanti,4.102052,2006-01-26,11502151.0,Rang De Basanti,7.2,98.0,,['Drama'],Flicks Motion Pictures,UTV Motion Pictures,,DJ,Aamir Khan,Rakeysh Omprakash Mehra,2006,5.228250454545455
24000000.0,15019,I Could Never Be Your Woman,11.414893,2007-05-11,9576495.0,I Could Never Be Your Woman,5.7,94.0,,"['Comedy', 'Drama', 'Romance']",Scott Rudin Productions,I Could Never Ltd.,Bauer Martinez Studios,Rosie,Michelle Pfeiffer,Amy Heckerling,2007,0.399020625
4000000.0,4629,December Boys,4.661689,2007-09-20,46474.0,December Boys,6.2,79.0,,"['Drama', 'Romance']",Village Roadshow Pictures,Australian Film Finance Corporation,,Maps,Daniel Radcliffe,Rod Hardy,2007,0.0116185
51500000.0,2252,Eastern Promises,9.897909,2007-09-14,55112356.0,Eastern Promises,7.2,867.0,,"['Thriller', 'Crime', 'Mystery']",BBC Films,Serendipity Point Films,Téléfilm Canada,Anna Khitrova,Naomi Watts,David Cronenberg,2007,1.0701428349514563
8000000.0,13072,Brooklyn Rules,2.942202,2007-04-30,458232.0,Brooklyn Rules,5.8,19.0,,"['Drama', 'Action', 'Thriller']",City Light Films,,,Caesar,Alec Baldwin,Michael Corrente,2007,0.057279
22000000.0,10425,The Death and Life of Bobby Z,10.77166,2007-07-23,413454.0,The Death and Life of Bobby Z,5.8,104.0,,"['Drama', 'Action', 'Thriller', 'Crime']",Eclectic pictures,Millennium Films,,Tim Kearney,Paul Walker,John Herzfeld,2007,0.0187933636363636
45000000.0,7737,Resident Evil: Extinction,3.009134,2007-09-20,148412065.0,Resident Evil: Extinction,6.1,1308.0,Resident Evil Collection,"['Horror', 'Action', 'Science Fiction']",Impact Pictures,Davis-Films,Constantin Film Produktion,Alice,Milla Jovovich,Russell Mulcahy,2007,3.298045888888889
25000000.0,10030,Good Luck Chuck,7.456047,2007-09-21,59192128.0,Good Luck Chuck,5.6,454.0,,['Comedy'],Lionsgate,Karz Entertainment,Province of British Columbia Production Services Tax Credit,Dr. Charlie Logan,Dane Cook,Mark Helfrich,2007,2.36768512
15000000.0,5915,Into the Wild,15.423538,2007-09-11,56255142.0,Into the Wild,7.8,3139.0,,"['Adventure', 'Drama']",Paramount Vantage,River Road Entertainment,Art Linson Productions,Christopher McCandless,Emile Hirsch,Sean Penn,2007,3.7503428
22000000.0,13680,The Game Plan,9.627676,2007-09-28,147880543.0,The Game Plan,6.0,434.0,,"['Comedy', 'Family']",Walt Disney Pictures,Mayhem Pictures,Monkey Dance Productions,Joe Kingman,Dwayne Johnson,Andy Fickman,2007,6.721842863636364
60000000.0,9038,The Heartbreak Kid,9.149612,2007-10-05,127766650.0,The Heartbreak Kid,5.7,414.0,,['Comedy'],Conundrum Entertainment,Davis Entertainment,DreamWorks Pictures,Eddie Cantrow,Ben Stiller,Bobby Farrelly,2007,2.1294441666666666
25000000.0,7211,Dan in Real Life,8.936547,2007-10-26,68377859.0,Dan in Real Life,6.5,363.0,,"['Comedy', 'Romance', 'Drama']",Touchstone Pictures,Focus Features,Jon Shestack Productions,Dan Burns,Steve Carell,Peter Hedges,2007,2.73511436
16000000.0,4538,The Darjeeling Limited,6.493474,2007-09-29,24377151.0,The Darjeeling Limited,7.1,876.0,,"['Adventure', 'Drama', 'Comedy']",Fox Searchlight Pictures,Scott Rudin Productions,,Francis,Owen Wilson,Wes Anderson,2007,1.5235719375
21000000.0,2001,We Own the Night,7.572144,2007-05-25,54926886.0,We Own the Night,6.5,327.0,,"['Drama', 'Crime', 'Thriller']",Columbia Pictures,Industry Entertainment,2929 Productions,Bobby Green,Joaquin Phoenix,James Gray,2007,2.615566
55000000.0,4517,Elizabeth: The Golden Age,7.608243,2007-09-09,74237563.0,Elizabeth: The Golden Age,6.6,310.0,Elizabeth Collection,"['Drama', 'History', 'Romance']",Universal Pictures,StudioCanal,Working Title Films,Elizabeth I,Cate Blanchett,Shekhar Kapur,2007,1.3497738727272728
25000000.0,4566,Michael Clayton,7.857078,2007-09-28,92991835.0,Michael Clayton,6.6,508.0,,"['Drama', 'Mystery', 'Crime']",Castle Rock Entertainment,Mirage Enterprises,Section Eight Productions,Michael Clayton,George Clooney,Tony Gilroy,2007,3.7196734
12000000.0,6615,Lars and the Real Girl,8.025118,2007-10-12,11293663.0,Lars and the Real Girl,7.1,517.0,,"['Comedy', 'Romance', 'Drama']",Sidney Kimmel Entertainment,Metro-Goldwyn-Mayer (MGM),Lars Productions,Lars Lindstrom,Ryan Gosling,Craig Gillespie,2007,0.9411385833333332
30000000.0,4513,30 Days of Night,8.764548,2007-10-17,75505973.0,30 Days of Night,6.2,784.0,30 Days of Night Collection,"['Horror', 'Thriller']",Columbia Pictures,Dark Horse Entertainment,Ghost House Pictures,Eben Oleson,Josh Hartnett,David Slade,2007,2.5168657666666667
27500000.0,5125,Rendition,13.482558,2007-09-07,24748670.0,Rendition,6.2,207.0,,"['Drama', 'Thriller']",Anonymous Content,Level 1 Entertainment,MID Foundation,Anwar El-Ibrahimi,Omar Metwally,Gavin Hood,2007,0.8999516363636364
16000000.0,3877,Things We Lost in the Fire,11.446274,2007-09-26,2849142.0,Things We Lost in the Fire,6.7,90.0,,['Drama'],DreamWorks SKG,Neal Street Productions,DreamWorks Pictures,Audrey Burke,Halle Berry,Susanne Bier,2007,0.178071375
19000000.0,4771,Gone Baby Gone,6.148516,2007-10-19,34619699.0,Gone Baby Gone,7.2,1034.0,,"['Crime', 'Drama', 'Mystery']",Miramax Films,The Ladd Company,,Patrick Kenzie,Casey Affleck,Ben Affleck,2007,1.8220894210526315
30000000.0,4512,The Assassination of Jesse James by the Coward Robert Ford,10.111313,2007-09-02,14711793.0,The Assassination of Jesse James by the Coward Robert Ford,7.0,792.0,,"['Action', 'Drama', 'Western']",Plan B Entertainment,Virtual Studios,Scott Free Productions,Jesse James,Brad Pitt,Andrew Dominik,2007,0.4903931
8000000.0,13197,10th & Wolf,3.034823,2006-02-19,143451.0,10th & Wolf,6.3,26.0,,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Thinkfilm,,,Tommy,James Marsden,Robert Moresco,2006,0.017931375
3800000.0,2014,Auf der anderen Seite,10.083019,2007-09-27,17804565.0,The Edge of Heaven,6.6,68.0,,['Drama'],Filmstiftung Nordrhein-Westfalen,Anka Film,Dorje Film,Nejat Aksu,Baki Davrak,Fatih Akin,2007,4.685411842105263
15000000.0,17202,Why Did I Get Married?,2.016044,2007-10-12,55184721.0,Why Did I Get Married?,6.1,33.0,Why Did I Get Married Collection,"['Comedy', 'Drama']",Lions Gate Films,,,Terry,Tyler Perry,Tyler Perry,2007,3.6789814
10000000.0,663,Saw IV,12.233863,2007-10-25,139352633.0,Saw IV,5.9,938.0,Saw Collection,"['Horror', 'Thriller', 'Crime']",Lions Gate Films,Twisted Pictures,,Jigsaw/John,Tobin Bell,Darren Lynn Bousman,2007,13.9352633
100000000.0,4982,American Gangster,9.644542,2007-11-02,266465037.0,American Gangster,7.4,1527.0,,"['Drama', 'Crime']",Imagine Entertainment,Universal Pictures,Scott Free Productions,Frank Lucas,Denzel Washington,Ridley Scott,2007,2.66465037
150000000.0,5559,Bee Movie,8.774374,2007-10-28,287594577.0,Bee Movie,5.7,1208.0,,"['Family', 'Animation', 'Adventure', 'Comedy']",Pacific Data Images (PDI),DreamWorks Animation,Columbus 81 Productions,Barry B. Benson,Jerry Seinfeld,Steve Hickner,2007,1.91729718
18000000.0,7972,Before the Devil Knows You're Dead,9.309967,2007-09-26,25005257.0,Before the Devil Knows You're Dead,6.9,359.0,,"['Crime', 'Drama', 'Thriller']",Capitol Films,Linsefilm,Unity Productions,Andy,Philip Seymour Hoffman,Sidney Lumet,2007,1.3891809444444445
14000000.0,2013,Le scaphandre et le papillon,11.090265,2007-05-22,19777647.0,The Diving Bell and the Butterfly,7.5,290.0,,['Drama'],France 3 Cinéma,The Kennedy/Marshall Company,Pathé Renn Productions,Jean-Dominique Bauby,Mathieu Amalric,Julian Schnabel,2007,1.4126890714285714
25000000.0,6977,No Country for Old Men,15.565484,2007-11-08,171600000.0,No Country for Old Men,7.7,3083.0,,"['Crime', 'Drama', 'Thriller']",Miramax Films,Scott Rudin Productions,Paramount Vantage,Sheriff Ed Tom Bell,Tommy Lee Jones,Joel Coen,2007,6.864
1000000.0,10520,Itty Bitty Titty Committee,1.833892,2007-02-09,18479.0,Itty Bitty Titty Committee,6.0,12.0,,['Comedy'],,,,Anna,Melonie Diaz,Jamie Babbit,2007,0.018479
25000000.0,5123,August Rush,8.874048,2007-11-21,66122026.0,August Rush,7.2,821.0,,"['Family', 'Drama', 'Music']",Warner Bros.,CJ Entertainment,Southpaw Entertainment,August Rush,Freddie Highmore,Kirsten Sheridan,2007,2.64488104
3.0,43987,예의없는 것들,1.486349,2006-08-24,4.0,No Mercy for the Rude,6.8,18.0,,"['Action', 'Comedy']",Tube Pictures,,,Killa,Shin Ha-kyun,Cheol-hie Park,2006,1.3333333333333333
35000000.0,4515,Lions for Lambs,5.80986,2007-10-22,63215872.0,Lions for Lambs,6.0,223.0,,"['Action', 'Adventure', 'Drama', 'History']",Cruise/Wagner Productions,United Artists,Wildwood Enterprises,Dr. Stephen Malley,Robert Redford,Robert Redford,2007,1.8061677714285715
100000000.0,5375,Fred Claus,5.502098,2007-11-03,97838349.0,Fred Claus,5.5,211.0,,"['Action', 'Comedy', 'Drama']",Silver Pictures,Warner Bros.,Jessie Nelson Productions,Fred Claus,Vince Vaughn,David Dobkin,2007,0.97838349
70000000.0,2310,Beowulf,9.951195,2007-11-05,195735876.0,Beowulf,5.5,855.0,,"['Adventure', 'Action', 'Animation']",Paramount Pictures,Shangri-La Entertainment,ImageMovers,Beowulf / Golden Man / Dragon,Ray Winstone,Robert Zemeckis,2007,2.7962268
